"Commodity","Year","Correlation","Covariance"
"Sugar",2005,0.998569491599522,6299330587473442
"Sugar",2006,0.995012701617558,7612735729444800
"Sugar",2007,0.998095915805275,10948632075289794
"Sugar",2008,0.996678432621514,12982612819028884
"Sugar",2009,0.996092052351376,14058553658702086
"Sugar",2010,0.997340639268959,14946134963302886
"Sugar",2011,0.997109523761856,13308451371526162
"Sugar",2012,0.997074360710041,12749053651758170
"Sugar",2013,0.999589665839025,14566532801454630
"Sugar",2014,0.999603555274759,13987218829956882
"Sugar",2015,0.999587848030685,15486928806090214
"Sugar",2016,0.999232217740771,14177279770602248
"Sugar",2017,0.998784324273353,13139415173562228
"Sugar",2018,0.999583815431854,13734157635762954
"Sugar",2019,0.999646278142991,14088784648350670
"Sugar",2020,0.997432516218687,11762791497270732
"Soybeans",2005,0.820517581714645,689541382684987
"Soybeans",2006,0.832544526543303,725848050662365
"Soybeans",2007,0.781277125392732,583310225961122
"Soybeans",2008,0.837022578377579,638630375036507
"Soybeans",2009,0.739384569540911,684933052292922
"Soybeans",2010,0.741564727877257,699081829948871
"Soybeans",2011,0.728520701836114,689185462514997
"Soybeans",2012,0.668708079227078,623580624903936
"Soybeans",2013,0.664559467949945,726139638767745
"Soybeans",2014,0.644525376425746,872120539635112
"Soybeans",2015,0.597590723129631,877635588119495
"Soybeans",2016,0.577167927469582,957138702099378
"Soybeans",2017,0.605246306490493,1098030236279335
"Soybeans",2018,0.643093320803663,1175610316635949
"Soybeans",2019,0.648067765728204,1033117253699318
"Soybeans",2020,0.601038615062048,1158126260389127
"Beef and veal",2005,0.990846172905195,32222274353604.3
"Beef and veal",2006,0.985899982547099,33834609489278.9
"Beef and veal",2007,0.991105232268851,34628668914024.3
"Beef and veal",2008,0.993466289746358,33450425323700.5
"Beef and veal",2009,0.993694921444448,32122690963463.2
"Beef and veal",2010,0.993605781814773,32795583727279.9
"Beef and veal",2011,0.992931147128736,32137484498408.3
"Beef and veal",2012,0.991723304153188,32124008434355.8
"Beef and veal",2013,0.988925413934075,32418059536908.8
"Beef and veal",2014,0.98603311355483,31899068537096.9
"Beef and veal",2015,0.988274621955647,31581977851073.1
"Beef and veal",2016,0.991160516738452,33333799486545.4
"Beef and veal",2017,0.990246211741215,33156575735459.6
"Beef and veal",2018,0.989178095789756,34668179164611.9
"Beef and veal",2019,0.986787854348177,35303136583585.5
"Beef and veal",2020,0.986371967529147,34325420314660.1
"Coffee",2005,0.924659667576712,244713799391.041
"Coffee",2006,0.873321993164966,189914532553.017
"Coffee",2007,0.901580577193992,277081245854.147
"Coffee",2008,0.879374885579514,234069537158.133
"Coffee",2009,0.949896480912145,378706421107.271
"Coffee",2010,0.918983321460617,305804815484.342
"Coffee",2011,0.922130893867183,407140115436.594
"Coffee",2012,0.913939107087741,371445313925.616
"Coffee",2013,0.950850869503236,440115853389.7
"Coffee",2014,0.915015437972667,429346311481.93
"Coffee",2015,0.926591566126123,418932721050.093
"Coffee",2016,0.880912708633991,373155803843.047
"Coffee",2017,0.901288911994927,452138125501.42
"Coffee",2018,0.888349594893897,438856626169.561
"Coffee",2019,0.928646203485703,599402685729.269
"Coffee",2020,0.953500391668297,540858389051.006
