"Country","Commodity","Indicator","Measure","Time","Unit","Value"
"Mexico","Wheat","Consumption price","Euro",2009,"Euro",117394380.9
"Mexico","Wheat","Consumption price","Euro",2010,"Euro",147200846.01
"Mexico","Wheat","Consumption price","Euro",2011,"Euro",187655784.56
"Mexico","Wheat","Consumption price","Euro",2012,"Euro",164402314.04
"Mexico","Wheat","Consumption price","Euro",2013,"Euro",202612361.78
"Mexico","Wheat","Consumption price","Euro",2014,"Euro",181780136.27
"Mexico","Wheat","Consumption price","Euro",2015,"Euro",192804686.65
"Mexico","Wheat","Consumption price","Euro",2016,"Euro",181456755.87
"Mexico","Wheat","Consumption price","Euro",2017,"Euro",184408517.21
"Mexico","Wheat","Consumption price","Euro",2018,"Euro",180134338.78
"Mexico","Wheat","Consumption price","Euro",2019,"Euro",182321897.69
"Mexico","Wheat","Consumption price","Euro",2020,"Euro",197018268.65
"New Zealand","Wheat","Consumption price","Euro",2005,"Euro",178386121.55
"New Zealand","Wheat","Consumption price","Euro",2006,"Euro",196378740.59
"New Zealand","Wheat","Consumption price","Euro",2007,"Euro",279103558.72
"New Zealand","Wheat","Consumption price","Euro",2008,"Euro",201527635.82
"New Zealand","Wheat","Consumption price","Euro",2009,"Euro",161954091.79
"New Zealand","Wheat","Consumption price","Euro",2010,"Euro",253029060.93
"New Zealand","Wheat","Consumption price","Euro",2011,"Euro",229981574.87
"New Zealand","Wheat","Consumption price","Euro",2012,"Euro",279097260.35
"New Zealand","Wheat","Consumption price","Euro",2013,"Euro",228386409.57
"New Zealand","Wheat","Consumption price","Euro",2014,"Euro",226890182.47
"New Zealand","Wheat","Consumption price","Euro",2015,"Euro",228152752.73
"New Zealand","Wheat","Consumption price","Euro",2016,"Euro",208739559.07
"New Zealand","Wheat","Consumption price","Euro",2017,"Euro",225653011.48
"New Zealand","Wheat","Consumption price","Euro",2018,"Euro",263759097.44
"New Zealand","Wheat","Consumption price","Euro",2019,"Euro",263057794.66
"New Zealand","Wheat","Consumption price","Euro",2020,"Euro",260771593.43
"Norway","Wheat","Consumption price","Euro",2005,"Euro",251112710.2
"Norway","Wheat","Consumption price","Euro",2006,"Euro",238194271.93
"Norway","Wheat","Consumption price","Euro",2007,"Euro",250732696.85
"Norway","Wheat","Consumption price","Euro",2008,"Euro",249573348.07
"Norway","Wheat","Consumption price","Euro",2009,"Euro",229670139.97
"Norway","Wheat","Consumption price","Euro",2010,"Euro",276361144.08
"Norway","Wheat","Consumption price","Euro",2011,"Euro",274853261.08
"Norway","Wheat","Consumption price","Euro",2012,"Euro",316213252.78
"Norway","Wheat","Consumption price","Euro",2013,"Euro",332203118.24
"Norway","Wheat","Consumption price","Euro",2014,"Euro",330169734.48
"Norway","Wheat","Consumption price","Euro",2015,"Euro",305540664.09
"Norway","Wheat","Consumption price","Euro",2016,"Euro",309259963.24
"Norway","Wheat","Consumption price","Euro",2017,"Euro",299974003.09
"Norway","Wheat","Consumption price","Euro",2018,"Euro",307859253.6
"Norway","Wheat","Consumption price","Euro",2019,"Euro",321081457.08
"Norway","Wheat","Consumption price","Euro",2020,"Euro",293402539.71
"Switzerland","Wheat","Consumption price","Euro",2005,"Euro",335812778.64
"Switzerland","Wheat","Consumption price","Euro",2006,"Euro",343293213.94
"Switzerland","Wheat","Consumption price","Euro",2007,"Euro",328753579.43
"Switzerland","Wheat","Consumption price","Euro",2008,"Euro",366093373.56
"Switzerland","Wheat","Consumption price","Euro",2009,"Euro",318114853.67
"Switzerland","Wheat","Consumption price","Euro",2010,"Euro",362058581.31
"Switzerland","Wheat","Consumption price","Euro",2011,"Euro",405290119.98
"Switzerland","Wheat","Consumption price","Euro",2012,"Euro",414945480.57
"Switzerland","Wheat","Consumption price","Euro",2013,"Euro",406302188.04
"Switzerland","Wheat","Consumption price","Euro",2014,"Euro",411834014.94
"Switzerland","Wheat","Consumption price","Euro",2015,"Euro",468363380.24
"Switzerland","Wheat","Consumption price","Euro",2016,"Euro",458968049.61
"Switzerland","Wheat","Consumption price","Euro",2017,"Euro",450424127.73
"Switzerland","Wheat","Consumption price","Euro",2018,"Euro",433234976.93
"Switzerland","Wheat","Consumption price","Euro",2019,"Euro",449469602.87
"Switzerland","Wheat","Consumption price","Euro",2020,"Euro",467275717.03
"Türkiye","Wheat","Consumption price","Euro",2005,"Euro",198884656.5
"Türkiye","Wheat","Consumption price","Euro",2006,"Euro",194740179.41
"Türkiye","Wheat","Consumption price","Euro",2007,"Euro",238833582.25
"Türkiye","Wheat","Consumption price","Euro",2008,"Euro",243832100.26
"Türkiye","Wheat","Consumption price","Euro",2009,"Euro",213119882.36
"Türkiye","Wheat","Consumption price","Euro",2010,"Euro",254373674.97
"Türkiye","Wheat","Consumption price","Euro",2011,"Euro",249520046.52
"Türkiye","Wheat","Consumption price","Euro",2012,"Euro",264893285.43
"Türkiye","Wheat","Consumption price","Euro",2013,"Euro",265004842.13
"Türkiye","Wheat","Consumption price","Euro",2014,"Euro",254788456.74
"Türkiye","Wheat","Consumption price","Euro",2015,"Euro",258222956.91
"Türkiye","Wheat","Consumption price","Euro",2016,"Euro",242341936.13
"Türkiye","Wheat","Consumption price","Euro",2017,"Euro",216393082.14
"Türkiye","Wheat","Consumption price","Euro",2018,"Euro",168076002.58
"Türkiye","Wheat","Consumption price","Euro",2019,"Euro",191999648.53
"Türkiye","Wheat","Consumption price","Euro",2020,"Euro",187599546.94
"United Kingdom","Wheat","Consumption price","Euro",2017,"Euro",159207662.94
"United Kingdom","Wheat","Consumption price","Euro",2018,"Euro",175981136.03
"United Kingdom","Wheat","Consumption price","Euro",2019,"Euro",171039675.28
"United Kingdom","Wheat","Consumption price","Euro",2020,"Euro",180583779.56
"United States","Wheat","Consumption price","Euro",2005,"Euro",101111254.85
"United States","Wheat","Consumption price","Euro",2006,"Euro",124705551.64
"United States","Wheat","Consumption price","Euro",2007,"Euro",173927978.28
"United States","Wheat","Consumption price","Euro",2008,"Euro",170395244.08
"United States","Wheat","Consumption price","Euro",2009,"Euro",128802397.1
"United States","Wheat","Consumption price","Euro",2010,"Euro",158135627.37
"United States","Wheat","Consumption price","Euro",2011,"Euro",191313767.53
"United States","Wheat","Consumption price","Euro",2012,"Euro",222119644.18
"United States","Wheat","Consumption price","Euro",2013,"Euro",190154339.56
"United States","Wheat","Consumption price","Euro",2014,"Euro",165884353.35
"United States","Wheat","Consumption price","Euro",2015,"Euro",161969850.28
"United States","Wheat","Consumption price","Euro",2016,"Euro",129251665.16
"United States","Wheat","Consumption price","Euro",2017,"Euro",153851231.36
"United States","Wheat","Consumption price","Euro",2018,"Euro",160650597.29
"United States","Wheat","Consumption price","Euro",2019,"Euro",150338154.42
"United States","Wheat","Consumption price","Euro",2020,"Euro",162832827.22
"Argentina","Wheat","Consumption price","Euro",2005,"Euro",63337803.01
"Argentina","Wheat","Consumption price","Euro",2006,"Euro",69976709.958
"Argentina","Wheat","Consumption price","Euro",2007,"Euro",84444249.516
"Argentina","Wheat","Consumption price","Euro",2008,"Euro",92586274.328
"Argentina","Wheat","Consumption price","Euro",2009,"Euro",70075765.306
"Argentina","Wheat","Consumption price","Euro",2010,"Euro",97356514.687
"Argentina","Wheat","Consumption price","Euro",2011,"Euro",88231994.321
"Argentina","Wheat","Consumption price","Euro",2012,"Euro",90015005.312
"Argentina","Wheat","Consumption price","Euro",2013,"Euro",181543476.66
"Argentina","Wheat","Consumption price","Euro",2014,"Euro",104171262.69
"Argentina","Wheat","Consumption price","Euro",2015,"Euro",95687411.349
"Argentina","Wheat","Consumption price","Euro",2016,"Euro",94569481.752
"Argentina","Wheat","Consumption price","Euro",2017,"Euro",100620265.98
"Argentina","Wheat","Consumption price","Euro",2018,"Euro",146580167.05
"Argentina","Wheat","Consumption price","Euro",2019,"Euro",139171251.26
"Argentina","Wheat","Consumption price","Euro",2020,"Euro",138454744.09
"Brazil","Wheat","Consumption price","Euro",2005,"Euro",121746065.22
"Brazil","Wheat","Consumption price","Euro",2006,"Euro",145461938.66
"Brazil","Wheat","Consumption price","Euro",2007,"Euro",197803858.68
"Brazil","Wheat","Consumption price","Euro",2008,"Euro",230918928.27
"Brazil","Wheat","Consumption price","Euro",2009,"Euro",178084485.32
"Brazil","Wheat","Consumption price","Euro",2010,"Euro",185287447.56
"Brazil","Wheat","Consumption price","Euro",2011,"Euro",205650963.56
"Brazil","Wheat","Consumption price","Euro",2012,"Euro",214742538.54
"Brazil","Wheat","Consumption price","Euro",2013,"Euro",284728434.77
"Brazil","Wheat","Consumption price","Euro",2014,"Euro",187958944.36
"Brazil","Wheat","Consumption price","Euro",2015,"Euro",146545971.13
"Brazil","Wheat","Consumption price","Euro",2016,"Euro",161735301.51
"Brazil","Wheat","Consumption price","Euro",2017,"Euro",143309325.69
"Brazil","Wheat","Consumption price","Euro",2018,"Euro",156831183.03
"Brazil","Wheat","Consumption price","Euro",2019,"Euro",166180227.5
"Brazil","Wheat","Consumption price","Euro",2020,"Euro",167170636.31
"Chile","Wheat","Consumption price","Euro",2005,"Euro",139570278.3
"Chile","Wheat","Consumption price","Euro",2006,"Euro",161964104.84
"Chile","Wheat","Consumption price","Euro",2007,"Euro",175284852.34
"Chile","Wheat","Consumption price","Euro",2008,"Euro",244036715.53
"Chile","Wheat","Consumption price","Euro",2009,"Euro",182968903.56
"Chile","Wheat","Consumption price","Euro",2010,"Euro",164444129.61
"Chile","Wheat","Consumption price","Euro",2011,"Euro",209897518.27
"Chile","Wheat","Consumption price","Euro",2012,"Euro",218297437.88
"Chile","Wheat","Consumption price","Euro",2013,"Euro",251747945.34
"Chile","Wheat","Consumption price","Euro",2014,"Euro",208333065.69
"Chile","Wheat","Consumption price","Euro",2015,"Euro",229211197.71
"Chile","Wheat","Consumption price","Euro",2016,"Euro",185853237.62
"Chile","Wheat","Consumption price","Euro",2017,"Euro",181069061.64
"Chile","Wheat","Consumption price","Euro",2018,"Euro",185989440.83
"Chile","Wheat","Consumption price","Euro",2019,"Euro",219175157.63
"Chile","Wheat","Consumption price","Euro",2020,"Euro",201932346.09
"China (People's Republic of)","Wheat","Consumption price","Euro",2005,"Euro",135527677.9
"China (People's Republic of)","Wheat","Consumption price","Euro",2006,"Euro",143122159.43
"China (People's Republic of)","Wheat","Consumption price","Euro",2007,"Euro",145088456.35
"China (People's Republic of)","Wheat","Consumption price","Euro",2008,"Euro",162891112.74
"China (People's Republic of)","Wheat","Consumption price","Euro",2009,"Euro",194755878.76
"China (People's Republic of)","Wheat","Consumption price","Euro",2010,"Euro",220881301.83
"China (People's Republic of)","Wheat","Consumption price","Euro",2011,"Euro",231330934.62
"China (People's Republic of)","Wheat","Consumption price","Euro",2012,"Euro",267140039.95
"China (People's Republic of)","Wheat","Consumption price","Euro",2013,"Euro",288721725.86
"China (People's Republic of)","Wheat","Consumption price","Euro",2014,"Euro",295086940.87
"China (People's Republic of)","Wheat","Consumption price","Euro",2015,"Euro",334044758.62
"China (People's Republic of)","Wheat","Consumption price","Euro",2016,"Euro",303834411.12
"China (People's Republic of)","Wheat","Consumption price","Euro",2017,"Euro",305960196.86
"China (People's Republic of)","Wheat","Consumption price","Euro",2018,"Euro",287336171.87
"China (People's Republic of)","Wheat","Consumption price","Euro",2019,"Euro",290342408.24
"China (People's Republic of)","Wheat","Consumption price","Euro",2020,"Euro",290275567.05
"India","Wheat","Consumption price","Euro",2005,"Euro",120097077.93
"India","Wheat","Consumption price","Euro",2006,"Euro",141033362.52
"India","Wheat","Consumption price","Euro",2007,"Euro",157344101
"India","Wheat","Consumption price","Euro",2008,"Euro",150367331.06
"India","Wheat","Consumption price","Euro",2009,"Euro",160968300.17
"India","Wheat","Consumption price","Euro",2010,"Euro",181037656.34
"India","Wheat","Consumption price","Euro",2011,"Euro",168895409.06
"India","Wheat","Consumption price","Euro",2012,"Euro",170890927.62
"India","Wheat","Consumption price","Euro",2013,"Euro",171205989.77
"India","Wheat","Consumption price","Euro",2014,"Euro",174170837.68
"India","Wheat","Consumption price","Euro",2015,"Euro",199743111.38
"India","Wheat","Consumption price","Euro",2016,"Euro",206728295.63
"India","Wheat","Consumption price","Euro",2017,"Euro",223569819.62
"India","Wheat","Consumption price","Euro",2018,"Euro",207712877.46
"India","Wheat","Consumption price","Euro",2019,"Euro",230264203.18
"India","Wheat","Consumption price","Euro",2020,"Euro",226403494.57
"Israel","Wheat","Consumption price","Euro",2005,"Euro",141175842.17
"Israel","Wheat","Consumption price","Euro",2006,"Euro",146888462.32
"Israel","Wheat","Consumption price","Euro",2007,"Euro",168350821.64
"Israel","Wheat","Consumption price","Euro",2008,"Euro",188327787.98
"Israel","Wheat","Consumption price","Euro",2009,"Euro",213002620.61
"Israel","Wheat","Consumption price","Euro",2010,"Euro",194056573.14
"Israel","Wheat","Consumption price","Euro",2011,"Euro",282701892.85
"Israel","Wheat","Consumption price","Euro",2012,"Euro",252596243.09
"Israel","Wheat","Consumption price","Euro",2013,"Euro",273841926.4
"Israel","Wheat","Consumption price","Euro",2014,"Euro",271592200.66
"Israel","Wheat","Consumption price","Euro",2015,"Euro",189244842.21
"Israel","Wheat","Consumption price","Euro",2016,"Euro",194541493.86
"Israel","Wheat","Consumption price","Euro",2017,"Euro",207120354.11
"Israel","Wheat","Consumption price","Euro",2018,"Euro",239611482.7
"Israel","Wheat","Consumption price","Euro",2019,"Euro",221810311.53
"Israel","Wheat","Consumption price","Euro",2020,"Euro",221536031.15
"Kazakhstan","Wheat","Consumption price","Euro",2005,"Euro",78088290.012
"Kazakhstan","Wheat","Consumption price","Euro",2006,"Euro",77414024.496
"Kazakhstan","Wheat","Consumption price","Euro",2007,"Euro",100008849.42
"Kazakhstan","Wheat","Consumption price","Euro",2008,"Euro",153415589.99
"Kazakhstan","Wheat","Consumption price","Euro",2009,"Euro",125245273.69
"Kazakhstan","Wheat","Consumption price","Euro",2010,"Euro",111860196.83
"Kazakhstan","Wheat","Consumption price","Euro",2011,"Euro",142218033.6
"Kazakhstan","Wheat","Consumption price","Euro",2012,"Euro",140441567.04
"Kazakhstan","Wheat","Consumption price","Euro",2013,"Euro",156023045.65
"Kazakhstan","Wheat","Consumption price","Euro",2014,"Euro",127372831.39
"Kazakhstan","Wheat","Consumption price","Euro",2015,"Euro",135443383.92
"Kazakhstan","Wheat","Consumption price","Euro",2016,"Euro",95069017.671
"Kazakhstan","Wheat","Consumption price","Euro",2017,"Euro",104114739.23
"Kazakhstan","Wheat","Consumption price","Euro",2018,"Euro",98480250.853
"Kazakhstan","Wheat","Consumption price","Euro",2019,"Euro",143696008.92
"Kazakhstan","Wheat","Consumption price","Euro",2020,"Euro",165864289.93
"Russia","Wheat","Consumption price","Euro",2005,"Euro",71441603.578
"Russia","Wheat","Consumption price","Euro",2006,"Euro",89715044.676
"Russia","Wheat","Consumption price","Euro",2007,"Euro",132909095.82
"Russia","Wheat","Consumption price","Euro",2008,"Euro",140362312.93
"Russia","Wheat","Consumption price","Euro",2009,"Euro",96501917.107
"Russia","Wheat","Consumption price","Euro",2010,"Euro",96140526.821
"Russia","Wheat","Consumption price","Euro",2011,"Euro",124926579.87
"Russia","Wheat","Consumption price","Euro",2012,"Euro",160603508.07
"Russia","Wheat","Consumption price","Euro",2013,"Euro",158773562.32
"Russia","Wheat","Consumption price","Euro",2014,"Euro",133752342.14
"Russia","Wheat","Consumption price","Euro",2015,"Euro",129017394.88
"Russia","Wheat","Consumption price","Euro",2016,"Euro",119182200.81
"Russia","Wheat","Consumption price","Euro",2017,"Euro",111090965.1
"Russia","Wheat","Consumption price","Euro",2018,"Euro",115175013.19
"Russia","Wheat","Consumption price","Euro",2019,"Euro",141903822.18
"Russia","Wheat","Consumption price","Euro",2020,"Euro",148508530.97
"South Africa","Wheat","Consumption price","Euro",2005,"Euro",130720690.99
"South Africa","Wheat","Consumption price","Euro",2006,"Euro",179372358.87
"South Africa","Wheat","Consumption price","Euro",2007,"Euro",259397865.19
"South Africa","Wheat","Consumption price","Euro",2008,"Euro",191007986.88
"South Africa","Wheat","Consumption price","Euro",2009,"Euro",137038646.12
"South Africa","Wheat","Consumption price","Euro",2010,"Euro",238102920.6
"South Africa","Wheat","Consumption price","Euro",2011,"Euro",235029234.91
"South Africa","Wheat","Consumption price","Euro",2012,"Euro",276448373.16
"South Africa","Wheat","Consumption price","Euro",2013,"Euro",224895546.28
"South Africa","Wheat","Consumption price","Euro",2014,"Euro",212140905.61
"South Africa","Wheat","Consumption price","Euro",2015,"Euro",266411901.99
"South Africa","Wheat","Consumption price","Euro",2016,"Euro",227842492.76
"South Africa","Wheat","Consumption price","Euro",2017,"Euro",246006142.77
"South Africa","Wheat","Consumption price","Euro",2018,"Euro",240461742.37
"South Africa","Wheat","Consumption price","Euro",2019,"Euro",278259396.74
"South Africa","Wheat","Consumption price","Euro",2020,"Euro",275661308.56
"Ukraine","Wheat","Consumption price","Euro",2005,"Euro",65189763.526
"Ukraine","Wheat","Consumption price","Euro",2006,"Euro",83140482.246
"Ukraine","Wheat","Consumption price","Euro",2007,"Euro",115243116.79
"Ukraine","Wheat","Consumption price","Euro",2008,"Euro",97781879.311
"Ukraine","Wheat","Consumption price","Euro",2009,"Euro",73132666.354
"Ukraine","Wheat","Consumption price","Euro",2010,"Euro",103309926.42
"Ukraine","Wheat","Consumption price","Euro",2011,"Euro",120326699.1
"Ukraine","Wheat","Consumption price","Euro",2012,"Euro",150930777.07
"Ukraine","Wheat","Consumption price","Euro",2013,"Euro",128936134.91
"Ukraine","Wheat","Consumption price","Euro",2014,"Euro",118589753.58
"Ukraine","Wheat","Consumption price","Euro",2015,"Euro",115389075.99
"Ukraine","Wheat","Consumption price","Euro",2016,"Euro",116361485.81
"Ukraine","Wheat","Consumption price","Euro",2017,"Euro",127236102.97
"Ukraine","Wheat","Consumption price","Euro",2018,"Euro",134416836.21
"Ukraine","Wheat","Consumption price","Euro",2019,"Euro",140924205.44
"Ukraine","Wheat","Consumption price","Euro",2020,"Euro",163333425.86
"European Union","Wheat","Consumption price","Euro",2005,"Euro",101162605.25
"European Union","Wheat","Consumption price","Euro",2006,"Euro",120629165.3
"European Union","Wheat","Consumption price","Euro",2007,"Euro",189439037.53
"European Union","Wheat","Consumption price","Euro",2008,"Euro",187732558.82
"European Union","Wheat","Consumption price","Euro",2009,"Euro",121134006.53
"European Union","Wheat","Consumption price","Euro",2010,"Euro",155528055.82
"European Union","Wheat","Consumption price","Euro",2011,"Euro",211965865.34
"European Union","Wheat","Consumption price","Euro",2012,"Euro",247435662.15
"European Union","Wheat","Consumption price","Euro",2013,"Euro",225317586.68
"European Union","Wheat","Consumption price","Euro",2014,"Euro",194671299.74
"European Union","Wheat","Consumption price","Euro",2015,"Euro",188662235.27
"European Union","Wheat","Consumption price","Euro",2016,"Euro",159970348.99
"European Union","Wheat","Consumption price","Euro",2017,"Euro",172572734.05
"European Union","Wheat","Consumption price","Euro",2018,"Euro",186862493.26
"European Union","Wheat","Consumption price","Euro",2019,"Euro",189512288.26
"European Union","Wheat","Consumption price","Euro",2020,"Euro",196147629.86
"Canada","Maize","Consumption price","Euro",2005,"Euro",74093349.113
"Canada","Maize","Consumption price","Euro",2006,"Euro",105536308.3
"Canada","Maize","Consumption price","Euro",2007,"Euro",120446965.13
"Canada","Maize","Consumption price","Euro",2008,"Euro",121879926.12
"Canada","Maize","Consumption price","Euro",2009,"Euro",104068680.59
"Canada","Maize","Consumption price","Euro",2010,"Euro",156478613.25
"Canada","Maize","Consumption price","Euro",2011,"Euro",181024616.48
"Canada","Maize","Consumption price","Euro",2012,"Euro",202529155.04
"Canada","Maize","Consumption price","Euro",2013,"Euro",136359462.71
"Canada","Maize","Consumption price","Euro",2014,"Euro",129234830.04
"Canada","Maize","Consumption price","Euro",2015,"Euro",137332629.18
"Canada","Maize","Consumption price","Euro",2016,"Euro",130769913.73
"Canada","Maize","Consumption price","Euro",2017,"Euro",130616080.66
"Canada","Maize","Consumption price","Euro",2018,"Euro",133361464.58
"Canada","Maize","Consumption price","Euro",2019,"Euro",142725311.07
"Canada","Maize","Consumption price","Euro",2020,"Euro",156558693.36
"Mexico","Maize","Consumption price","Euro",2005,"Euro",96303808.235
"Mexico","Maize","Consumption price","Euro",2006,"Euro",104532739.93
"Mexico","Maize","Consumption price","Euro",2007,"Euro",158550636.77
"Mexico","Maize","Consumption price","Euro",2008,"Euro",167790097.77
"Mexico","Maize","Consumption price","Euro",2009,"Euro",131729365.2
"Mexico","Maize","Consumption price","Euro",2010,"Euro",149106572.05
"Mexico","Maize","Consumption price","Euro",2011,"Euro",204197802.59
"Mexico","Maize","Consumption price","Euro",2012,"Euro",244269602.95
"Mexico","Maize","Consumption price","Euro",2013,"Euro",195229779.71
"Mexico","Maize","Consumption price","Euro",2014,"Euro",164094876.03
"Mexico","Maize","Consumption price","Euro",2015,"Euro",175434814.79
"Mexico","Maize","Consumption price","Euro",2016,"Euro",186107728.75
"Mexico","Maize","Consumption price","Euro",2017,"Euro",159375067.23
"Mexico","Maize","Consumption price","Euro",2018,"Euro",156709221.14
"Mexico","Maize","Consumption price","Euro",2019,"Euro",168258298.07
"Mexico","Maize","Consumption price","Euro",2020,"Euro",171814105.22
"New Zealand","Maize","Consumption price","Euro",2005,"Euro",167060018.6
"New Zealand","Maize","Consumption price","Euro",2006,"Euro",188626948.2
"New Zealand","Maize","Consumption price","Euro",2007,"Euro",246899301.94
"New Zealand","Maize","Consumption price","Euro",2008,"Euro",153544865.39
"New Zealand","Maize","Consumption price","Euro",2009,"Euro",208261831.67
"New Zealand","Maize","Consumption price","Euro",2010,"Euro",262264327.7
"New Zealand","Maize","Consumption price","Euro",2011,"Euro",297552940.7
"New Zealand","Maize","Consumption price","Euro",2012,"Euro",286027440.63
"New Zealand","Maize","Consumption price","Euro",2013,"Euro",269742867.52
"New Zealand","Maize","Consumption price","Euro",2014,"Euro",218764638.75
"New Zealand","Maize","Consumption price","Euro",2015,"Euro",225010152.83
"New Zealand","Maize","Consumption price","Euro",2016,"Euro",195142531.1
"New Zealand","Maize","Consumption price","Euro",2017,"Euro",267884161.67
"New Zealand","Maize","Consumption price","Euro",2018,"Euro",251450339.56
"New Zealand","Maize","Consumption price","Euro",2019,"Euro",249522382.41
"New Zealand","Maize","Consumption price","Euro",2020,"Euro",247676076.73
"Switzerland","Maize","Consumption price","Euro",2005,"Euro",271233398.13
"Switzerland","Maize","Consumption price","Euro",2006,"Euro",267005833.07
"Switzerland","Maize","Consumption price","Euro",2007,"Euro",243521169.95
"Switzerland","Maize","Consumption price","Euro",2008,"Euro",255634166.02
"Switzerland","Maize","Consumption price","Euro",2009,"Euro",241899836.64
"Switzerland","Maize","Consumption price","Euro",2010,"Euro",264302764.36
"Switzerland","Maize","Consumption price","Euro",2011,"Euro",295861787.58
"Switzerland","Maize","Consumption price","Euro",2012,"Euro",302910200.81
"Switzerland","Maize","Consumption price","Euro",2013,"Euro",296600597.27
"Switzerland","Maize","Consumption price","Euro",2014,"Euro",300638830.91
"Switzerland","Maize","Consumption price","Euro",2015,"Euro",341905267.58
"Switzerland","Maize","Consumption price","Euro",2016,"Euro",335046676.22
"Switzerland","Maize","Consumption price","Euro",2017,"Euro",328809613.24
"Switzerland","Maize","Consumption price","Euro",2018,"Euro",316261533.16
"Switzerland","Maize","Consumption price","Euro",2019,"Euro",328112810.1
"Switzerland","Maize","Consumption price","Euro",2020,"Euro",341111273.43
"Türkiye","Maize","Consumption price","Euro",2005,"Euro",145123291.61
"Türkiye","Maize","Consumption price","Euro",2006,"Euro",195002039.29
"Türkiye","Maize","Consumption price","Euro",2007,"Euro",224784548
"Türkiye","Maize","Consumption price","Euro",2008,"Euro",214867163.94
"Türkiye","Maize","Consumption price","Euro",2009,"Euro",201021373.75
"Türkiye","Maize","Consumption price","Euro",2010,"Euro",243795759.77
"Türkiye","Maize","Consumption price","Euro",2011,"Euro",270600188.38
"Türkiye","Maize","Consumption price","Euro",2012,"Euro",251865746.8
"Türkiye","Maize","Consumption price","Euro",2013,"Euro",241273065.22
"Türkiye","Maize","Consumption price","Euro",2014,"Euro",213471409.7
"Türkiye","Maize","Consumption price","Euro",2015,"Euro",218496348.16
"Türkiye","Maize","Consumption price","Euro",2016,"Euro",197463799.81
