"Country","Commodity","Indicator","Measure","Time","Unit","Value"
"New Zealand","Wheat","Level of production","Tonnes",2020,"Tonnes",422810
"Norway","Wheat","Level of production","Tonnes",2005,"Tonnes",390400
"Norway","Wheat","Level of production","Tonnes",2006,"Tonnes",351600
"Norway","Wheat","Level of production","Tonnes",2007,"Tonnes",395500
"Norway","Wheat","Level of production","Tonnes",2008,"Tonnes",449100
"Norway","Wheat","Level of production","Tonnes",2009,"Tonnes",274900
"Norway","Wheat","Level of production","Tonnes",2010,"Tonnes",328114
"Norway","Wheat","Level of production","Tonnes",2011,"Tonnes",280848
"Norway","Wheat","Level of production","Tonnes",2012,"Tonnes",271800
"Norway","Wheat","Level of production","Tonnes",2013,"Tonnes",210436
"Norway","Wheat","Level of production","Tonnes",2014,"Tonnes",385430
"Norway","Wheat","Level of production","Tonnes",2015,"Tonnes",491442
"Norway","Wheat","Level of production","Tonnes",2016,"Tonnes",306835
"Norway","Wheat","Level of production","Tonnes",2017,"Tonnes",399128
"Norway","Wheat","Level of production","Tonnes",2018,"Tonnes",136553
"Norway","Wheat","Level of production","Tonnes",2019,"Tonnes",449101
"Norway","Wheat","Level of production","Tonnes",2020,"Tonnes",322304
"Switzerland","Wheat","Level of production","Tonnes",2005,"Tonnes",516300
"Switzerland","Wheat","Level of production","Tonnes",2006,"Tonnes",533800
"Switzerland","Wheat","Level of production","Tonnes",2007,"Tonnes",533600
"Switzerland","Wheat","Level of production","Tonnes",2008,"Tonnes",537000
"Switzerland","Wheat","Level of production","Tonnes",2009,"Tonnes",537000
"Switzerland","Wheat","Level of production","Tonnes",2010,"Tonnes",507500
"Switzerland","Wheat","Level of production","Tonnes",2011,"Tonnes",533900
"Switzerland","Wheat","Level of production","Tonnes",2012,"Tonnes",502100
"Switzerland","Wheat","Level of production","Tonnes",2013,"Tonnes",466000
"Switzerland","Wheat","Level of production","Tonnes",2014,"Tonnes",535000
"Switzerland","Wheat","Level of production","Tonnes",2015,"Tonnes",512000
"Switzerland","Wheat","Level of production","Tonnes",2016,"Tonnes",372000
"Switzerland","Wheat","Level of production","Tonnes",2017,"Tonnes",509555
"Switzerland","Wheat","Level of production","Tonnes",2018,"Tonnes",474123
"Switzerland","Wheat","Level of production","Tonnes",2019,"Tonnes",472936
"Switzerland","Wheat","Level of production","Tonnes",2020,"Tonnes",484300
"Türkiye","Wheat","Level of production","Tonnes",2005,"Tonnes",18250000
"Türkiye","Wheat","Level of production","Tonnes",2006,"Tonnes",1.7e+07
"Türkiye","Wheat","Level of production","Tonnes",2007,"Tonnes",14525000
"Türkiye","Wheat","Level of production","Tonnes",2008,"Tonnes",16803000
"Türkiye","Wheat","Level of production","Tonnes",2009,"Tonnes",20600000
"Türkiye","Wheat","Level of production","Tonnes",2010,"Tonnes",19674000
"Türkiye","Wheat","Level of production","Tonnes",2011,"Tonnes",21800000
"Türkiye","Wheat","Level of production","Tonnes",2012,"Tonnes",20100000
"Türkiye","Wheat","Level of production","Tonnes",2013,"Tonnes",22050000
"Türkiye","Wheat","Level of production","Tonnes",2014,"Tonnes",1.9e+07
"Türkiye","Wheat","Level of production","Tonnes",2015,"Tonnes",22600000
"Türkiye","Wheat","Level of production","Tonnes",2016,"Tonnes",20600000
"Türkiye","Wheat","Level of production","Tonnes",2017,"Tonnes",21500000
"Türkiye","Wheat","Level of production","Tonnes",2018,"Tonnes",2e+07
"Türkiye","Wheat","Level of production","Tonnes",2019,"Tonnes",1.9e+07
"Türkiye","Wheat","Level of production","Tonnes",2020,"Tonnes",20500000
"United Kingdom","Wheat","Level of production","Tonnes",2017,"Tonnes",14837000
"United Kingdom","Wheat","Level of production","Tonnes",2018,"Tonnes",13555000
"United Kingdom","Wheat","Level of production","Tonnes",2019,"Tonnes",16225000
"United Kingdom","Wheat","Level of production","Tonnes",2020,"Tonnes",9658000
"United States","Wheat","Level of production","Tonnes",2005,"Tonnes",57242466.055
"United States","Wheat","Level of production","Tonnes",2006,"Tonnes",49216600.397
"United States","Wheat","Level of production","Tonnes",2007,"Tonnes",55821814.352
"United States","Wheat","Level of production","Tonnes",2008,"Tonnes",68362739.735
"United States","Wheat","Level of production","Tonnes",2009,"Tonnes",60116428.122
"United States","Wheat","Level of production","Tonnes",2010,"Tonnes",58867234.383
"United States","Wheat","Level of production","Tonnes",2011,"Tonnes",54243312.459
"United States","Wheat","Level of production","Tonnes",2012,"Tonnes",61297582.987
"United States","Wheat","Level of production","Tonnes",2013,"Tonnes",58105198.986
"United States","Wheat","Level of production","Tonnes",2014,"Tonnes",55147140.87
"United States","Wheat","Level of production","Tonnes",2015,"Tonnes",56118463.846
"United States","Wheat","Level of production","Tonnes",2016,"Tonnes",62840704.665
"United States","Wheat","Level of production","Tonnes",2017,"Tonnes",47382272.335
"United States","Wheat","Level of production","Tonnes",2018,"Tonnes",51301311.517
"United States","Wheat","Level of production","Tonnes",2019,"Tonnes",52580442.362
"United States","Wheat","Level of production","Tonnes",2020,"Tonnes",49750025.174
"Argentina","Wheat","Level of production","Tonnes",2005,"Tonnes",12593396
"Argentina","Wheat","Level of production","Tonnes",2006,"Tonnes",14547960
"Argentina","Wheat","Level of production","Tonnes",2007,"Tonnes",16354091
"Argentina","Wheat","Level of production","Tonnes",2008,"Tonnes",8376452
"Argentina","Wheat","Level of production","Tonnes",2009,"Tonnes",9023139
"Argentina","Wheat","Level of production","Tonnes",2010,"Tonnes",15875653
"Argentina","Wheat","Level of production","Tonnes",2011,"Tonnes",14500519
"Argentina","Wheat","Level of production","Tonnes",2012,"Tonnes",8024996
"Argentina","Wheat","Level of production","Tonnes",2013,"Tonnes",9188339
"Argentina","Wheat","Level of production","Tonnes",2014,"Tonnes",13930078
"Argentina","Wheat","Level of production","Tonnes",2015,"Tonnes",11298952
"Argentina","Wheat","Level of production","Tonnes",2016,"Tonnes",18390000
"Argentina","Wheat","Level of production","Tonnes",2017,"Tonnes",18500000
"Argentina","Wheat","Level of production","Tonnes",2018,"Tonnes",19460000
"Argentina","Wheat","Level of production","Tonnes",2019,"Tonnes",19750000
"Argentina","Wheat","Level of production","Tonnes",2020,"Tonnes",17600000
"Brazil","Wheat","Level of production","Tonnes",2005,"Tonnes",5818846
"Brazil","Wheat","Level of production","Tonnes",2006,"Tonnes",4658790
"Brazil","Wheat","Level of production","Tonnes",2007,"Tonnes",2484848
"Brazil","Wheat","Level of production","Tonnes",2008,"Tonnes",4107615
"Brazil","Wheat","Level of production","Tonnes",2009,"Tonnes",6027130
"Brazil","Wheat","Level of production","Tonnes",2010,"Tonnes",4964665
"Brazil","Wheat","Level of production","Tonnes",2011,"Tonnes",5789000
"Brazil","Wheat","Level of production","Tonnes",2012,"Tonnes",4379500
"Brazil","Wheat","Level of production","Tonnes",2013,"Tonnes",5527900
"Brazil","Wheat","Level of production","Tonnes",2014,"Tonnes",5971000
"Brazil","Wheat","Level of production","Tonnes",2015,"Tonnes",5535000
"Brazil","Wheat","Level of production","Tonnes",2016,"Tonnes",6727000
"Brazil","Wheat","Level of production","Tonnes",2017,"Tonnes",4262000
"Brazil","Wheat","Level of production","Tonnes",2018,"Tonnes",5428000
"Brazil","Wheat","Level of production","Tonnes",2019,"Tonnes",5154700
"Brazil","Wheat","Level of production","Tonnes",2020,"Tonnes",6234600
"Chile","Wheat","Level of production","Tonnes",2005,"Tonnes",1851940
"Chile","Wheat","Level of production","Tonnes",2006,"Tonnes",1403689.2
"Chile","Wheat","Level of production","Tonnes",2007,"Tonnes",1104571
"Chile","Wheat","Level of production","Tonnes",2008,"Tonnes",1237860.8
"Chile","Wheat","Level of production","Tonnes",2009,"Tonnes",1145289.7
"Chile","Wheat","Level of production","Tonnes",2010,"Tonnes",1523921.3
"Chile","Wheat","Level of production","Tonnes",2011,"Tonnes",1575822
"Chile","Wheat","Level of production","Tonnes",2012,"Tonnes",1114411.3
"Chile","Wheat","Level of production","Tonnes",2013,"Tonnes",1365123.3
"Chile","Wheat","Level of production","Tonnes",2014,"Tonnes",1236091.74
"Chile","Wheat","Level of production","Tonnes",2015,"Tonnes",1333212.5
"Chile","Wheat","Level of production","Tonnes",2016,"Tonnes",1531005.6
"Chile","Wheat","Level of production","Tonnes",2017,"Tonnes",1221269.14
"Chile","Wheat","Level of production","Tonnes",2018,"Tonnes",1281339.7
"Chile","Wheat","Level of production","Tonnes",2019,"Tonnes",1204856.2
"Chile","Wheat","Level of production","Tonnes",2020,"Tonnes",1086140.1
"China (People's Republic of)","Wheat","Level of production","Tonnes",2005,"Tonnes",97445000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2006,"Tonnes",108466000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2007,"Tonnes",109525000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2008,"Tonnes",112932000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2009,"Tonnes",115834000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2010,"Tonnes",116141000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2011,"Tonnes",118625000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2012,"Tonnes",122540000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2013,"Tonnes",123710000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2014,"Tonnes",128321000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2015,"Tonnes",132639000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2016,"Tonnes",133271000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2017,"Tonnes",134334000
"China (People's Republic of)","Wheat","Level of production","Tonnes",2018,"Tonnes",131440500
"China (People's Republic of)","Wheat","Level of production","Tonnes",2019,"Tonnes",133601131
"China (People's Republic of)","Wheat","Level of production","Tonnes",2020,"Tonnes",134248000
"India","Wheat","Level of production","Tonnes",2005,"Tonnes",69350000
"India","Wheat","Level of production","Tonnes",2006,"Tonnes",75810000
"India","Wheat","Level of production","Tonnes",2007,"Tonnes",78570000
"India","Wheat","Level of production","Tonnes",2008,"Tonnes",80680000
"India","Wheat","Level of production","Tonnes",2009,"Tonnes",80800000
"India","Wheat","Level of production","Tonnes",2010,"Tonnes",86870000
"India","Wheat","Level of production","Tonnes",2011,"Tonnes",94880000
"India","Wheat","Level of production","Tonnes",2012,"Tonnes",93506480.572
"India","Wheat","Level of production","Tonnes",2013,"Tonnes",95849832.9
"India","Wheat","Level of production","Tonnes",2014,"Tonnes",86526600
"India","Wheat","Level of production","Tonnes",2015,"Tonnes",92287529.525
"India","Wheat","Level of production","Tonnes",2016,"Tonnes",98510222.735
"India","Wheat","Level of production","Tonnes",2017,"Tonnes",99869522.642
"India","Wheat","Level of production","Tonnes",2018,"Tonnes",103596000
"India","Wheat","Level of production","Tonnes",2019,"Tonnes",107860000
"India","Wheat","Level of production","Tonnes",2020,"Tonnes",109590000
"Israel","Wheat","Level of production","Tonnes",2005,"Tonnes",200848
"Israel","Wheat","Level of production","Tonnes",2006,"Tonnes",131200
"Israel","Wheat","Level of production","Tonnes",2007,"Tonnes",158921
"Israel","Wheat","Level of production","Tonnes",2008,"Tonnes",75734.388672
"Israel","Wheat","Level of production","Tonnes",2009,"Tonnes",132962.99219
"Israel","Wheat","Level of production","Tonnes",2010,"Tonnes",112000
"Israel","Wheat","Level of production","Tonnes",2011,"Tonnes",99000
"Israel","Wheat","Level of production","Tonnes",2012,"Tonnes",165000
"Israel","Wheat","Level of production","Tonnes",2013,"Tonnes",132000
"Israel","Wheat","Level of production","Tonnes",2014,"Tonnes",126300
"Israel","Wheat","Level of production","Tonnes",2015,"Tonnes",157000
"Israel","Wheat","Level of production","Tonnes",2016,"Tonnes",179000
"Israel","Wheat","Level of production","Tonnes",2017,"Tonnes",67200
"Israel","Wheat","Level of production","Tonnes",2018,"Tonnes",65000
"Israel","Wheat","Level of production","Tonnes",2019,"Tonnes",86000
"Israel","Wheat","Level of production","Tonnes",2020,"Tonnes",86300
"Kazakhstan","Wheat","Level of production","Tonnes",2005,"Tonnes",11198330
"Kazakhstan","Wheat","Level of production","Tonnes",2006,"Tonnes",13460480
"Kazakhstan","Wheat","Level of production","Tonnes",2007,"Tonnes",16466870
"Kazakhstan","Wheat","Level of production","Tonnes",2008,"Tonnes",12538190
"Kazakhstan","Wheat","Level of production","Tonnes",2009,"Tonnes",17052020
"Kazakhstan","Wheat","Level of production","Tonnes",2010,"Tonnes",9638400
"Kazakhstan","Wheat","Level of production","Tonnes",2011,"Tonnes",22732100
"Kazakhstan","Wheat","Level of production","Tonnes",2012,"Tonnes",9841100
"Kazakhstan","Wheat","Level of production","Tonnes",2013,"Tonnes",13940800
"Kazakhstan","Wheat","Level of production","Tonnes",2014,"Tonnes",12996900
"Kazakhstan","Wheat","Level of production","Tonnes",2015,"Tonnes",13747600
"Kazakhstan","Wheat","Level of production","Tonnes",2016,"Tonnes",14985400
"Kazakhstan","Wheat","Level of production","Tonnes",2017,"Tonnes",14802900
"Kazakhstan","Wheat","Level of production","Tonnes",2018,"Tonnes",13944100
"Kazakhstan","Wheat","Level of production","Tonnes",2019,"Tonnes",11451600
"Kazakhstan","Wheat","Level of production","Tonnes",2020,"Tonnes",14258000
"Russia","Wheat","Level of production","Tonnes",2005,"Tonnes",47614681
"Russia","Wheat","Level of production","Tonnes",2006,"Tonnes",44926880
"Russia","Wheat","Level of production","Tonnes",2007,"Tonnes",49372212
"Russia","Wheat","Level of production","Tonnes",2008,"Tonnes",63780793
"Russia","Wheat","Level of production","Tonnes",2009,"Tonnes",61663290
"Russia","Wheat","Level of production","Tonnes",2010,"Tonnes",41554570
"Russia","Wheat","Level of production","Tonnes",2011,"Tonnes",56293369
"Russia","Wheat","Level of production","Tonnes",2012,"Tonnes",37766800
"Russia","Wheat","Level of production","Tonnes",2013,"Tonnes",52139681
"Russia","Wheat","Level of production","Tonnes",2014,"Tonnes",59713148
"Russia","Wheat","Level of production","Tonnes",2015,"Tonnes",61811486
"Russia","Wheat","Level of production","Tonnes",2016,"Tonnes",73345679
"Russia","Wheat","Level of production","Tonnes",2017,"Tonnes",86002541
"Russia","Wheat","Level of production","Tonnes",2018,"Tonnes",72136149
"Russia","Wheat","Level of production","Tonnes",2019,"Tonnes",74452692.1
"Russia","Wheat","Level of production","Tonnes",2020,"Tonnes",85896325.7
"South Africa","Wheat","Level of production","Tonnes",2005,"Tonnes",1913000
"South Africa","Wheat","Level of production","Tonnes",2006,"Tonnes",2114000
"South Africa","Wheat","Level of production","Tonnes",2007,"Tonnes",1913000
"South Africa","Wheat","Level of production","Tonnes",2008,"Tonnes",2149000
"South Africa","Wheat","Level of production","Tonnes",2009,"Tonnes",1967000
"South Africa","Wheat","Level of production","Tonnes",2010,"Tonnes",1436000
"South Africa","Wheat","Level of production","Tonnes",2011,"Tonnes",2014000
"South Africa","Wheat","Level of production","Tonnes",2012,"Tonnes",1878000
"South Africa","Wheat","Level of production","Tonnes",2013,"Tonnes",1878000
"South Africa","Wheat","Level of production","Tonnes",2014,"Tonnes",1758000
"South Africa","Wheat","Level of production","Tonnes",2015,"Tonnes",1464977
"South Africa","Wheat","Level of production","Tonnes",2016,"Tonnes",1870000
"South Africa","Wheat","Level of production","Tonnes",2017,"Tonnes",1547486
"South Africa","Wheat","Level of production","Tonnes",2018,"Tonnes",1847171
"South Africa","Wheat","Level of production","Tonnes",2019,"Tonnes",1513000
"South Africa","Wheat","Level of production","Tonnes",2020,"Tonnes",2077000
"Ukraine","Wheat","Level of production","Tonnes",2005,"Tonnes",18699200
"Ukraine","Wheat","Level of production","Tonnes",2006,"Tonnes",13947300
"Ukraine","Wheat","Level of production","Tonnes",2007,"Tonnes",13937700
"Ukraine","Wheat","Level of production","Tonnes",2008,"Tonnes",25885000
"Ukraine","Wheat","Level of production","Tonnes",2009,"Tonnes",20886000
"Ukraine","Wheat","Level of production","Tonnes",2010,"Tonnes",16851300
"Ukraine","Wheat","Level of production","Tonnes",2011,"Tonnes",22323600
"Ukraine","Wheat","Level of production","Tonnes",2012,"Tonnes",15762600
"Ukraine","Wheat","Level of production","Tonnes",2013,"Tonnes",22279300
"Ukraine","Wheat","Level of production","Tonnes",2014,"Tonnes",24114000
"Ukraine","Wheat","Level of production","Tonnes",2015,"Tonnes",26532100
"Ukraine","Wheat","Level of production","Tonnes",2016,"Tonnes",26043400
"Ukraine","Wheat","Level of production","Tonnes",2017,"Tonnes",26158000
"Ukraine","Wheat","Level of production","Tonnes",2018,"Tonnes",24605840
"Ukraine","Wheat","Level of production","Tonnes",2019,"Tonnes",28327860
"Ukraine","Wheat","Level of production","Tonnes",2020,"Tonnes",24877000
"European Union","Wheat","Level of production","Tonnes",2005,"Tonnes",123645620
"European Union","Wheat","Level of production","Tonnes",2006,"Tonnes",117148050
"European Union","Wheat","Level of production","Tonnes",2007,"Tonnes",119458120
"European Union","Wheat","Level of production","Tonnes",2008,"Tonnes",149919260
"European Union","Wheat","Level of production","Tonnes",2009,"Tonnes",138124750
"European Union","Wheat","Level of production","Tonnes",2010,"Tonnes",136004180
"European Union","Wheat","Level of production","Tonnes",2011,"Tonnes",138560000
"European Union","Wheat","Level of production","Tonnes",2012,"Tonnes",132848470
"European Union","Wheat","Level of production","Tonnes",2013,"Tonnes",143249840
"European Union","Wheat","Level of production","Tonnes",2014,"Tonnes",157170170
"European Union","Wheat","Level of production","Tonnes",2015,"Tonnes",160628090
"European Union","Wheat","Level of production","Tonnes",2016,"Tonnes",144661650
"European Union","Wheat","Level of production","Tonnes",2017,"Tonnes",151597490
"European Union","Wheat","Level of production","Tonnes",2018,"Tonnes",137954650
"European Union","Wheat","Level of production","Tonnes",2019,"Tonnes",155495290
"European Union","Wheat","Level of production","Tonnes",2020,"Tonnes",135180550
"OECD - Total","Wheat","Level of production","Tonnes",2005,"Tonnes",257137992.06
"OECD - Total","Wheat","Level of production","Tonnes",2006,"Tonnes",226424019.6
"OECD - Total","Wheat","Level of production","Tonnes",2007,"Tonnes",224915368.35
"OECD - Total","Wheat","Level of production","Tonnes",2008,"Tonnes",280966262.92
"OECD - Total","Wheat","Level of production","Tonnes",2009,"Tonnes",265640400.81
"OECD - Total","Wheat","Level of production","Tonnes",2010,"Tonnes",262331428.68
"OECD - Total","Wheat","Level of production","Tonnes",2011,"Tonnes",265402376.29
"OECD - Total","Wheat","Level of production","Tonnes",2012,"Tonnes",261059416.19
"OECD - Total","Wheat","Level of production","Tonnes",2013,"Tonnes",281794953.23
"OECD - Total","Wheat","Level of production","Tonnes",2014,"Tonnes",278013325.86
"OECD - Total","Wheat","Level of production","Tonnes",2015,"Tonnes",284944294.01
"OECD - Total","Wheat","Level of production","Tonnes",2016,"Tonnes",287491109.88
"OECD - Total","Wheat","Level of production","Tonnes",2017,"Tonnes",261039993.23
"OECD - Total","Wheat","Level of production","Tonnes",2018,"Tonnes",248402293.13
"OECD - Total","Wheat","Level of production","Tonnes",2019,"Tonnes",263723875.03
"OECD - Total","Wheat","Level of production","Tonnes",2020,"Tonnes",268191708.51
"Canada","Maize","Level of production","Tonnes",2005,"Tonnes",9332200
"Canada","Maize","Level of production","Tonnes",2006,"Tonnes",8989800
"Canada","Maize","Level of production","Tonnes",2007,"Tonnes",11648700
"Canada","Maize","Level of production","Tonnes",2008,"Tonnes",10642800
"Canada","Maize","Level of production","Tonnes",2009,"Tonnes",9796200
"Canada","Maize","Level of production","Tonnes",2010,"Tonnes",12043300
"Canada","Maize","Level of production","Tonnes",2011,"Tonnes",11358700
"Canada","Maize","Level of production","Tonnes",2012,"Tonnes",13060100
"Canada","Maize","Level of production","Tonnes",2013,"Tonnes",14190700
"Canada","Maize","Level of production","Tonnes",2014,"Tonnes",11606400
"Canada","Maize","Level of production","Tonnes",2015,"Tonnes",13679500
"Canada","Maize","Level of production","Tonnes",2016,"Tonnes",13889000
"Canada","Maize","Level of production","Tonnes",2017,"Tonnes",14095500
"Canada","Maize","Level of production","Tonnes",2018,"Tonnes",13884800
"Canada","Maize","Level of production","Tonnes",2019,"Tonnes",13403900
"Canada","Maize","Level of production","Tonnes",2020,"Tonnes",13563400
"Mexico","Maize","Level of production","Tonnes",2005,"Tonnes",19338700
"Mexico","Maize","Level of production","Tonnes",2006,"Tonnes",21893209
"Mexico","Maize","Level of production","Tonnes",2007,"Tonnes",23512751
"Mexico","Maize","Level of production","Tonnes",2008,"Tonnes",24410277
"Mexico","Maize","Level of production","Tonnes",2009,"Tonnes",20142815
"Mexico","Maize","Level of production","Tonnes",2010,"Tonnes",23301879
"Mexico","Maize","Level of production","Tonnes",2011,"Tonnes",17635417.3
"Mexico","Maize","Level of production","Tonnes",2012,"Tonnes",22069255
"Mexico","Maize","Level of production","Tonnes",2013,"Tonnes",22663953.35
"Mexico","Maize","Level of production","Tonnes",2014,"Tonnes",23273256.54
"Mexico","Maize","Level of production","Tonnes",2015,"Tonnes",24694046.25
"Mexico","Maize","Level of production","Tonnes",2016,"Tonnes",28250783.31
"Mexico","Maize","Level of production","Tonnes",2017,"Tonnes",27762480.9
"Mexico","Maize","Level of production","Tonnes",2018,"Tonnes",27169399.83
"Mexico","Maize","Level of production","Tonnes",2019,"Tonnes",27228242.42
"Mexico","Maize","Level of production","Tonnes",2020,"Tonnes",27424527.55
"New Zealand","Maize","Level of production","Tonnes",2005,"Tonnes",215649
"New Zealand","Maize","Level of production","Tonnes",2006,"Tonnes",185627
"New Zealand","Maize","Level of production","Tonnes",2007,"Tonnes",205557
"New Zealand","Maize","Level of production","Tonnes",2008,"Tonnes",237844
"New Zealand","Maize","Level of production","Tonnes",2009,"Tonnes",188812
"New Zealand","Maize","Level of production","Tonnes",2010,"Tonnes",210175
"New Zealand","Maize","Level of production","Tonnes",2011,"Tonnes",211231
"New Zealand","Maize","Level of production","Tonnes",2012,"Tonnes",201659
"New Zealand","Maize","Level of production","Tonnes",2013,"Tonnes",237000
"New Zealand","Maize","Level of production","Tonnes",2014,"Tonnes",226000
"New Zealand","Maize","Level of production","Tonnes",2015,"Tonnes",210000
"New Zealand","Maize","Level of production","Tonnes",2016,"Tonnes",175600
"New Zealand","Maize","Level of production","Tonnes",2017,"Tonnes",192000
